country,Region,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,Adults (ages 15-49) newly infected with HIV,Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Arms exports (SIPRI trend indicator values),Arms imports (SIPRI trend indicator values),"Automated teller machines (ATMs) (per 100,000 adults)",Average transaction cost of sending remittances from a specific country (%),Average transaction cost of sending remittances to a specific country (%),Bank capital to assets ratio (%),Bank liquid reserves to bank assets ratio (%),Bank nonperforming loans to total gross loans (%),"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)","Commercial bank branches (per 100,000 adults)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)",Consumer price index (2010 = 100),Domestic credit provided by financial sector (% of GDP),Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),"Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (national estimate)",Final consumption expenditure (% of GDP),Final consumption expenditure (annual % growth),Final consumption expenditure (constant 2010 US$),Final consumption expenditure (constant LCU),Final consumption expenditure (current LCU),Final consumption expenditure (current US$),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),GDP (constant 2010 US$),GDP growth (annual %),GDP per capita (constant 2010 US$),GNI (constant 2010 US$),GNI growth (annual %),GNI per capita (constant 2010 US$),High-technology exports (current US$),Human capital index (HCI) (scale 0-1),Individuals using the Internet (% of population),"Labor force, total",Military expenditure (% of GDP),Population density (people per sq. km of land area),Population growth (annual %),"Population, female","Population, male","Population, total",Ratio of female to male labor force participation rate (%) (national estimate),"Total reserves (includes gold, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Women Business and the Law Index Score (scale 1-100)
Sweden,NorthernEurope,0.0,0.0,0.6625955518365916,0.6824886940829655,0.32096033392759743,0.03051643192488263,0.0010718113612004287,0.0,0.492375662956117,0.0,0.3834499656679952,0.11471463139044455,0.012519760385867055,0.20295984051881505,0.0734082565829278,0.30309685921370527,0.8616119868473152,0.9762227523667244,0.20698978668758422,0.0,0.6522834940529041,0.7734847837872404,1.0,0.8967866323907455,1.0,0.6304279421019509,0.6375325520833334,0.6338028169014085,0.7555742440379626,-0.14707909322146293,0.06745680976410053,0.0004670800549022036,0.00033418035121025153,0.13603182963458554,0.008481187054079206,0.8654475971888181,0.008929079534709854,0.2780258722550971,0.03277914553852756,-0.46524639143020896,0.6169169194012294,0.1550745178106895,-0.4322037838358519,0.6109286531684137,0.023499249229270817,0.9047137347184911,0.9453943121999999,0.007104463808631771,0.1445851465969914,0.0031696682057675033,0.2210297467400588,0.007565952212191419,0.00721155256384325,0.007384176157111557,0.9780574998214185,0.017353643069604796,0.2940153096729297,0.010575595651820889,1.0
Switzerland,WesternEurope,0.0,0.0,0.5594434674546285,0.603270477024746,0.25633028031772115,0.019099445155783185,0.0035727045373347625,0.44691450564908247,0.5127065035926741,0.0,0.49760263765924595,0.0,0.01826189082184545,0.3958654445017399,0.20275443787978428,0.8133099055567757,0.6227852429783792,1.0,0.18418722790374478,0.0,0.0,0.0,0.9199194547707559,0.8993573264781491,0.9611664930813867,0.934550031466331,0.9674479166666666,0.9510243277848912,0.6695374193097331,-0.14512299859428254,0.07074498496109771,6.429189573299013e-05,4.199639297579497e-05,0.16770843713077765,0.00831971874676869,0.9906823903364586,0.01622798337621215,0.589637014240442,0.03908065772979322,-0.4739034242496245,0.8816940682719251,0.0,0.0,0.0,0.038585065927699266,0.8600762404727023,0.0,0.0064327062783534955,0.09215880677770993,0.02725451794402852,0.21896761795859043,0.0063724040051954004,0.0059581321733916,0.006159918751141136,0.9005205288496185,0.32270555575413135,0.17188587334725125,0.0074120990040003505,0.85625
Thailand,South-easternAsia,0.028695652173913042,0.0325,0.4535040030966255,0.38292333070902607,0.26535040742890764,0.0,0.04715969989281887,0.0,0.8270513307332812,0.7061164176996862,0.6821844632128428,0.31428164091029787,0.07877261911189079,0.09926037149121619,0.001975957796483844,0.0,0.4686396592588738,0.6138080646486122,0.2093169774726385,0.6920758525088255,0.740829993387297,0.6853676900344391,0.9067534076827757,0.9587403598971723,0.986162773396816,0.49103209565764633,0.7294921875,0.609955185659411,0.7499643700017476,0.0,0.0,0.0,0.0010519316563834837,0.12602670500647695,0.023988239065246615,0.35417425187688295,0.027502913560701014,0.12390582016020756,0.02402063311009972,-1.0050527363705237,0.06705681593988956,0.0,0.0,0.0,0.06066634974212246,0.6930874336818682,0.778437476,0.04991674877220958,0.174469662731548,0.01703656384251641,0.07650981613710249,0.05246923341353562,0.047230122760099635,0.049782027398667154,0.8296315105269685,0.07687981794569348,0.03549060542797495,0.04167952224752843,0.78125
Tunisia,NorthernAfrica,0.002173913043478261,0.0025,0.537506616527591,0.27654377631178845,0.41068538269267924,0.0,0.0053590568060021436,0.0,0.0,0.7972045887803935,0.0,0.10750617718434081,0.0,0.0,0.0,0.0,0.0,0.0,0.3058035145719085,0.0,0.0,0.3904461033688383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027599028021921207,0.24065836272803828,0.008428837654198825,0.2242689993719967,0.002658740437677166,-1.4199856385786611,0.043835172790621046,0.0,0.0,0.0,0.0,0.5878680736666521,0.0,0.005328398443360053,0.3442095781993579,0.009485966889124514,0.322307803516453,0.008723708688527104,0.008149430237905117,0.008429154019079788,0.0,0.0029222310216129917,0.5807237299930411,0.009546125136790411,0.675
Turkey,WesternAsia,0.0,0.0,0.5316952266233995,0.27890979243068026,0.40333973023822395,0.015044814340588988,0.030725259021078956,0.0,0.6905304568414387,0.6653939717928098,0.6457552188746474,0.21740969610109406,0.09487082665206374,0.045974893764213993,0.0011399009163049673,0.0,0.2297556090759307,0.5224624002380971,0.4905920200571671,0.3502892260249908,0.34695845050595003,0.3886685560776111,0.40675340768277574,0.7682519280205656,0.6374051480434461,0.30254877281309,0.6311848958333334,0.4673495518565941,0.7650191939000954,0.14006067581585754,0.15764315957808214,0.00019711719202650168,0.0003449416231608923,0.18448554427821037,0.03460831971874677,0.42288825597157104,0.06843351584317348,0.25515750641598434,0.0725100793928648,0.29003823971199005,0.16752686543273299,0.32881113517883237,0.37245101115364376,0.15902099076837986,0.005538937386172274,0.7385312722180255,0.7766956037999999,0.04191841598108119,0.3281964540128631,0.013664725924770067,0.3315868508763193,0.06252709042987355,0.05789541957485954,0.060151447958508304,0.478372046782722,0.027853702064791316,0.48434237995824636,0.07452344131422155,0.825
Uganda,EasternAfrica,0.16521739130434782,0.155,1.0,0.0795485406623856,1.0,0.0,0.004644515898535191,0.0,0.0,1.0,0.818848330996274,0.3246884813807029,0.12720357438226768,0.0,0.0,0.0,0.0,0.0,0.33635474499112655,0.09690041657161881,0.06632417435978732,0.07184135768118656,0.0,0.0,0.0,0.0,0.0,0.0,0.8609700873340482,0.15823155986333784,0.006046435300736616,0.015252905438178262,0.010677456098718558,0.010775341032612564,7.15458587529728e-05,0.001611954129980124,0.0004990104888185237,0.0034306170445398635,0.002474882955379629,0.47181139245314296,0.010542958259956136,0.011163081922953351,0.6397335286943003,0.009954366267165686,1.5535549883598778e-05,0.4369984586755018,0.0,0.021421075341472636,0.3074417573090123,0.028444747329483395,1.0,0.033962040228156964,0.031351241983659926,0.03262292883878035,0.0,0.0,0.0848990953375087,0.013252467223387581,0.73125
Ukraine,EasternEurope,0.04043478260869565,0.0425,0.5320934771677804,0.5264907008650617,0.26945059520925707,0.01227059325650875,0.006430868167202572,0.44588385949642995,0.0,0.5838901201478488,0.7139337335222539,0.30094660187962746,1.0,0.010909670380290474,0.0006488666754351352,0.009005051614320228,0.7242649530867309,0.3692985935911939,0.5392951964675948,0.0,0.0,0.11520905592578,0.0,0.0,0.0,0.0,0.0,0.0,0.9940435506971218,0.022453697745633466,0.023441132847779794,0.00036804821486752855,0.0003723967726625534,0.051791840453244885,0.01606742012201427,0.3967733811001564,0.018219446093629747,0.13728589963615515,0.007344856403943669,-0.66378923882407,0.03428369894853468,0.03423077720314654,-0.8876593878186203,0.03344591958438935,0.0016472592751450397,0.7181988934520007,0.0,0.025244009347875473,0.4888014153365088,0.009498515602564702,-0.17379246395448622,0.03468151931925651,0.028434403969745014,0.03147729496645061,0.0,0.00867901645399197,0.32985386221294366,0.0356689382946388,0.79375
United Arab Emirates,WesternAsia,0.0004347826086956522,0.0005,0.207542261273546,0.031385036546790875,0.19947286752955254,0.020379854886897142,0.15434083601286175,0.24965338337581022,0.2546709486180741,0.0,0.0,0.2115607230166713,0.19888154109007813,0.0,0.0,0.17526905337140347,0.0,0.0,0.20901082718193104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711039189328922,0.6992777883163845,0.01308829738109374,0.41613811785865185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7655468248537661,1.0,0.008846507547267686,0.0,0.017365500694308825,0.37294666308251145,0.004471844657786008,0.00950600695226012,0.007053930071206865,0.0,0.03178265479977601,0.17397355601948505,0.009995937962122205,0.825
United States of America,NorthernAmerica,0.0,0.0,0.5833648862774977,0.5330029998414179,0.3194017832885372,1.0,0.2454448017148982,0.0,0.31939356941885505,0.0,0.6748903191291007,0.22363177431885095,0.025982017941615598,0.8966206270928829,1.0,0.6520975181199209,0.6590960958566483,0.6832989572121017,0.22121352911557327,1.0,1.0,0.29793342123899125,0.7978624535315985,0.8019280205655528,0.844665972325547,0.7130270610446822,0.75537109375,0.7339948783610756,0.0,0.0,0.0,0.0,0.0,0.0,0.24926274428704373,0.7760680472492566,0.5665061459638938,0.5381972102826066,1.0,-0.5755918033336583,0.5913979133493514,0.0,0.0,0.0,0.189368424386716,0.7982525523078944,0.0,0.21423352270192622,0.4428666790309058,0.004491485410103972,0.10732165965617903,0.24372098153113753,0.2267011616430214,0.23499130098023552,0.8781836126294077,0.18716862660995343,0.28914405010438415,0.31622909554604167,0.9125
Viet Nam,South-easternAsia,0.026521739130434784,0.0265,0.48805157638027785,0.2376798245239864,0.3801786613253224,0.0,0.014648088603072526,0.12493192892275701,0.0,0.6632921409204152,0.0,0.0,0.0,0.0,0.0,0.08807379749615638,0.0,0.0,0.31457650095797607,0.0,0.0,0.0,0.9360285006195787,0.9475578406169666,0.9959827406635918,0.6489930774071743,0.7869466145833334,0.7187900128040973,0.7986694795957673,0.04904111762086774,0.02496557209972905,0.41339708121958374,0.4489482676791647,0.07252487579894376,0.03453468927722056,0.36563221528098794,0.017623056709985267,0.05693305985292078,0.011671428732763391,0.47977859653587995,0.023364307252065963,0.05057468881818276,0.5994420551739008,0.02119258802563362,0.13400261836763783,0.7848303399757001,0.702900004,0.07334109723568454,0.0,0.0391452789098775,0.2766352306785259,0.07136723645328202,0.06757632478852428,0.06942282998790396,0.8738819648212434,0.02824749381932778,0.07898399443284622,0.042199786425086906,0.81875
